"external_urls__spotify","followers__href","followers__total","genres__001","genres__002","genres__003","genres__004","genres__005","href","id","images__height","images__url","images__width","name","popularity","type","uri","genres__006","genres__007","genres__008","genres__009","genres__010","genres__011","genres__012","genres__013","genres__014","genres__015","genres__016","genres__017","genres__018","genres__019"
"","","","","","","","","","","160","https://i.scdn.co/image/7460907ae7e2775f27d235da59653f809daef359","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF","null","5097439","hip hop","rap","","","","https://api.spotify.com/v1/artists/4V8LLVI7PbaPR0K2TGSxFF","4V8LLVI7PbaPR0K2TGSxFF","640","https://i.scdn.co/image/fe839f5bd121774e64f377b5eead237c69a01711","640","Tyler, The Creator","85","artist","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/8578e52e85e979a2314c76100113a862e34479d7","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/56f5e93d6c96fc17c942869e6fe0a4325b392e3d","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/6w8h2uD28BEdg7bX4k3Lh7","null","111030","dark post-punk","minimal wave","","","","https://api.spotify.com/v1/artists/6w8h2uD28BEdg7bX4k3Lh7","6w8h2uD28BEdg7bX4k3Lh7","640","https://i.scdn.co/image/ab67616d0000b273f134621be38f4fdabbf33442","640","Lebanon Hanover","52","artist","spotify:artist:6w8h2uD28BEdg7bX4k3Lh7","","","","","","","","","","","","","",""
"","","","","","","","","","","300","https://i.scdn.co/image/ab67616d00001e02f134621be38f4fdabbf33442","300","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","64","https://i.scdn.co/image/ab67616d00004851f134621be38f4fdabbf33442","64","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/2AR42Ur9PcchQDtEdwkv4L","null","191215","bass music","chamber psych","electronica","float house","future garage","https://api.spotify.com/v1/artists/2AR42Ur9PcchQDtEdwkv4L","2AR42Ur9PcchQDtEdwkv4L","640","https://i.scdn.co/image/75a24b90824a9208c5fdd94707c520c3e6c1cea4","640","Floating Points","56","artist","spotify:artist:2AR42Ur9PcchQDtEdwkv4L","indie soul","microhouse","wonky","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/a63db4b0be203b5ff846432f42e053d41e6d65df","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/8b81c217ec73296028fff93b8db3116eb23d540c","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM","null","1101744","colombian pop","pop","","","","https://api.spotify.com/v1/artists/1U1el3k54VvEUzo3ybLPlM","1U1el3k54VvEUzo3ybLPlM","640","https://i.scdn.co/image/49694baab505b05de6e31031a219f348a01ef618","640","Kali Uchis","79","artist","spotify:artist:1U1el3k54VvEUzo3ybLPlM","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/8339d60279b4a28270d30d89cc30afb2143957dd","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/3177a491a4078dfc7fcea06ecb864081d86748f3","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/202HZzqKvPsMHcbwnDZx7u","null","97103","art pop","electropop","escape room","glitchcore","hyperpop","https://api.spotify.com/v1/artists/202HZzqKvPsMHcbwnDZx7u","202HZzqKvPsMHcbwnDZx7u","640","https://i.scdn.co/image/c7c92b3f211c3a2097fc9966cc5e9793d007220b","640","Dorian Electra","57","artist","spotify:artist:202HZzqKvPsMHcbwnDZx7u","transpop","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/4c6ca8a26ce1b6774e8ed12dd03a2e5f44a56af9","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/be3a89d6b84719915a561fd3a0992fb1eb905cad","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/4uFZsG1vXrPcvnZ4iSQyrx","null","239264","minecraft","","","","","https://api.spotify.com/v1/artists/4uFZsG1vXrPcvnZ4iSQyrx","4uFZsG1vXrPcvnZ4iSQyrx","640","https://i.scdn.co/image/2d1073552c0a115e11a747f86971c8f1b5b378db","640","C418","70","artist","spotify:artist:4uFZsG1vXrPcvnZ4iSQyrx","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/faec202d558425422958c7d0d7ad2a5faf730114","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/7c2ad4cd361692af50c81a35c76165a2163a5000","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/2VAvhf61GgLYmC6C8anyX1","null","398887","ambient","electronica","intelligent dance music","microhouse","scottish electronic","https://api.spotify.com/v1/artists/2VAvhf61GgLYmC6C8anyX1","2VAvhf61GgLYmC6C8anyX1","902","https://i.scdn.co/image/c533bf6f08a42119065d8c2171cdfa8e96720b4c","1000","Boards of Canada","61","artist","spotify:artist:2VAvhf61GgLYmC6C8anyX1","trip hop","","","","","","","","","","","","",""
"","","","","","","","","","","578","https://i.scdn.co/image/c0b33a8d211600d70dcda3077d6a582da34321b0","640","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","180","https://i.scdn.co/image/cefe6c830485f48e0d14c9c779d7bd61c8852161","199","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","58","https://i.scdn.co/image/d178796bb8003ec506629e0e63939599cbaba85c","64","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/1ky3oGuE5XOsOzqiFEGwqR","null","24660","afrofuturism","british jazz","indie jazz","indie soul","","https://api.spotify.com/v1/artists/1ky3oGuE5XOsOzqiFEGwqR","1ky3oGuE5XOsOzqiFEGwqR","640","https://i.scdn.co/image/cb0f29ae5f7f89b29eb5410b69ed323bb4965dec","640","Mansur Brown","47","artist","spotify:artist:1ky3oGuE5XOsOzqiFEGwqR","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/38ce318a7c36e72acd2d3795d6bf650f4ae4ce89","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/99c718cfa3af45c5a2e5e1d984f71aec36ebfb2b","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/0ONHkAv9pCAFxb0zJwDNTy","null","1770749","gangster rap","hip hop","pop rap","rap","southern hip hop","https://api.spotify.com/v1/artists/0ONHkAv9pCAFxb0zJwDNTy","0ONHkAv9pCAFxb0zJwDNTy","640","https://i.scdn.co/image/9af694963c6fea22c1f1ec23771b9c39fd13c281","640","Pusha T","74","artist","spotify:artist:0ONHkAv9pCAFxb0zJwDNTy","trap","underground hip hop","virginia hip hop","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/16e6e8612cdefe7d6b2521db54442a9f42e3ee42","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/54b04bad555cf5f2db597896cf43fea08273791c","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj","null","1714433","ambient pop","dream pop","el paso indie","shoegaze","","https://api.spotify.com/v1/artists/1QAJqy2dA3ihHBFIHRphZj","1QAJqy2dA3ihHBFIHRphZj","640","https://i.scdn.co/image/074a07d0cbf2a30290b5b55b152952e3c7011341","640","Cigarettes After Sex","75","artist","spotify:artist:1QAJqy2dA3ihHBFIHRphZj","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/d34e8cb22455b5d6f49fdeefa7263a2954a9909b","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/d6674301d1a4ab5fa3ad566bc9a65c54a1564e68","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/29XOeO6KIWxGthejQqn793","null","565911","afrofuturism","alternative hip hop","chillwave","electronica","escape room","https://api.spotify.com/v1/artists/29XOeO6KIWxGthejQqn793","29XOeO6KIWxGthejQqn793","640","https://i.scdn.co/image/eeb8b29fbdf6b259b70495ba52de0ee82a42e110","640","Flying Lotus","62","artist","spotify:artist:29XOeO6KIWxGthejQqn793","experimental hip hop","glitch","glitch hop","hip hop","intelligent dance music","jazztronica","psychedelic hip hop","wonky","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/faba1c480882fb8dbcd41016afdddbe2f5b65b8c","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/ce5be958b5a9d30bdecf10cf1a92e46fffc71bba","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/4wyNyxs74Ux8UIDopNjIai","null","533791","","","","","","https://api.spotify.com/v1/artists/4wyNyxs74Ux8UIDopNjIai","4wyNyxs74Ux8UIDopNjIai","640","https://i.scdn.co/image/69fb04c9a7d9d4c9470e62445c4075e6838aa6c9","640","King Krule","65","artist","spotify:artist:4wyNyxs74Ux8UIDopNjIai","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/68166daee9ab98904712e1a336d0d922d396a7a1","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/a7d659e121bd6f3c5ed486cf8ffc7be2706f8701","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/5N5tQ9Dx1h8Od7aRmGj7Fi","null","396057","alternative rock","dance rock","dark wave","gothic rock","new wave","https://api.spotify.com/v1/artists/5N5tQ9Dx1h8Od7aRmGj7Fi","5N5tQ9Dx1h8Od7aRmGj7Fi","686","https://i.scdn.co/image/9676688ae196b8abf4ed89ce6620a7ad04027095","1000","Bauhaus","56","artist","spotify:artist:5N5tQ9Dx1h8Od7aRmGj7Fi","post-punk","uk post-punk","","","","","","","","","","","",""
"","","","","","","","","","","439","https://i.scdn.co/image/7cfcb4df12bb3a2442e240e06cf901859b1046ea","640","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","137","https://i.scdn.co/image/57fd269a0e234d409318ae0d41b7e4b6ffa0991a","200","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","44","https://i.scdn.co/image/25c8070cffb44e28bc6614dfd311657b628f5912","64","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/710FHFQeXKC6dZGCxt7kQh","null","93286","indie jazz","indie soul","","","","https://api.spotify.com/v1/artists/710FHFQeXKC6dZGCxt7kQh","710FHFQeXKC6dZGCxt7kQh","640","https://i.scdn.co/image/65d678a0809beb267f5dea4df1384e694d2b2b7e","640","Yussef Kamaal","45","artist","spotify:artist:710FHFQeXKC6dZGCxt7kQh","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/406c3fcca7758c8c90760092aaf7fe72f5910def","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/3181276dd49d17ed535d3ddd8273443baf7bfc28","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX","null","3342740","dance rock","new romantic","new wave","permanent wave","synthpop","https://api.spotify.com/v1/artists/762310PdDnwsDxAQxzQkfX","762310PdDnwsDxAQxzQkfX","640","https://i.scdn.co/image/2ec1d1c7a48df4244f0ba708eafd28b7afa6166b","640","Depeche Mode","77","artist","spotify:artist:762310PdDnwsDxAQxzQkfX","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/ce06360d3762def7812fc5137e4e79c1467858bc","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/b46a67a3085884321512a7a759b78c54ddb2bb31","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/6BuDxEE5rfuYeyhxQsl53K","null","75045","ambient","art pop","bass music","chamber psych","chillwave","https://api.spotify.com/v1/artists/6BuDxEE5rfuYeyhxQsl53K","6BuDxEE5rfuYeyhxQsl53K","1000","https://i.scdn.co/image/07c76d225bf121433c54bf1179937c37d55dce0e","1000","Andy Stott","49","artist","spotify:artist:6BuDxEE5rfuYeyhxQsl53K","deconstructed club","dub techno","electronica","escape room","experimental pop","float house","fluxwork","future garage","intelligent dance music","microhouse","minimal techno","outsider house","vaporwave","wonky"
"","","","","","","","","","","640","https://i.scdn.co/image/c2bf139260061b264e624f2471a807c084a110be","640","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","200","https://i.scdn.co/image/c0ade65193ccfda2492125d7b232bcdb45211f70","200","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","64","https://i.scdn.co/image/40f5406cacbab4f16d923f4fe2e7d8d1a6f1a302","64","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/7MSUfLeTdDEoZiJPDSBXgi","null","447028","ambient","art pop","art rock","compositional ambient","dance rock","https://api.spotify.com/v1/artists/7MSUfLeTdDEoZiJPDSBXgi","7MSUfLeTdDEoZiJPDSBXgi","1000","https://i.scdn.co/image/1068dadfb18122d709253d8aac9a10e2b1ad08d7","1000","Brian Eno","65","artist","spotify:artist:7MSUfLeTdDEoZiJPDSBXgi","drone","experimental","experimental ambient","fourth world","glam rock","minimalism","","","","","","","",""
"","","","","","","","","","","640","https://i.scdn.co/image/15950a42b222b2d095bf24b5e80aadb408e76fd6","640","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","200","https://i.scdn.co/image/25eee4798e7a33ac662ab5ac48b50a4ce936d266","200","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","64","https://i.scdn.co/image/8e9c5379343aa3822aadcaa233477457f05b3224","64","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/7w29UYBi0qsHi5RTcv3lmA","null","1204618","alternative dance","art pop","dance pop","electronica","experimental pop","https://api.spotify.com/v1/artists/7w29UYBi0qsHi5RTcv3lmA","7w29UYBi0qsHi5RTcv3lmA","640","https://i.scdn.co/image/5001ca3c3cd95734aac7320d2199b9b515595375","640","Björk","65","artist","spotify:artist:7w29UYBi0qsHi5RTcv3lmA","experimental vocal","icelandic experimental","icelandic pop","metropopolis","permanent wave","trip hop","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/83728c1a6fdcbe259f21ee545c2feaea499e752c","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/6a1e4ded8fba3f4b7e64c0563e4b53c1f06be0a3","160","","","","","","","","","","","","","","","","","",""
"https://open.spotify.com/artist/1r1uxoy19fzMxunt3ONAkG","null","329749","art pop","indie folk","indie pop","indie rock","","https://api.spotify.com/v1/artists/1r1uxoy19fzMxunt3ONAkG","1r1uxoy19fzMxunt3ONAkG","640","https://i.scdn.co/image/1c90d650ee787a51e18e475584b595c9234eac48","640","Phoebe Bridgers","75","artist","spotify:artist:1r1uxoy19fzMxunt3ONAkG","","","","","","","","","","","","","",""
"","","","","","","","","","","320","https://i.scdn.co/image/cc57d091fdb80971d5f21aea4d8194418e633c22","320","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","160","https://i.scdn.co/image/3b6a427f0c54c0d116c433462ae1dd48474643d0","160","","","","","","","","","","","","","","","","","",""
